composite,surrogate_id,surrogate_contrast
Venus_Mars,0,0.22486736097897858
Venus_Mars,1,0.08476507936643843
Venus_Mars,2,0.11961260545107959
Venus_Mars,3,0.16106256403934893
Venus_Mars,4,0.11825596706374816
Venus_Mars,5,0.007855777899808696
Venus_Mars,6,0.12994562981132493
Venus_Mars,7,0.12450133274428361
Venus_Mars,8,0.10519862341842817
Venus_Mars,9,0.07118939693290022
Venus_Mars,10,0.2809870719363323
Venus_Mars,11,0.08489684056019313
Venus_Mars,12,0.01862699250550983
Venus_Mars,13,0.07175519847868697
Venus_Mars,14,0.07050512028956922
Venus_Mars,15,0.08934745248349912
Venus_Mars,16,0.18815482795363075
Venus_Mars,17,0.0780835885675012
Venus_Mars,18,0.006004088279042044
Venus_Mars,19,0.21947388217543895
Venus_Mars,20,0.14433632334898516
Venus_Mars,21,0.10813137509715016
Venus_Mars,22,0.19708700740863552
Venus_Mars,23,0.015619369413804748
Venus_Mars,24,0.03676226581650318
Venus_Mars,25,0.12251339887931637
Venus_Mars,26,0.10023656619749914
Venus_Mars,27,0.1456665239485671
Venus_Mars,28,0.15179824888253296
Venus_Mars,29,0.0717996727576605
Venus_Mars,30,0.1406038827754781
Venus_Mars,31,0.08360332057159646
Venus_Mars,32,0.1132103550724965
Venus_Mars,33,0.12242665793644004
Venus_Mars,34,0.03814581782149426
Venus_Mars,35,0.24368598804385902
Venus_Mars,36,0.1434936221145207
Venus_Mars,37,0.05629406925780525
Venus_Mars,38,0.10912345917131969
Venus_Mars,39,0.32377296270078054
Venus_Mars,40,-0.002033585126976628
Venus_Mars,41,0.023932563759675177
Venus_Mars,42,0.2423130704187504
Venus_Mars,43,0.07403560221102133
Venus_Mars,44,0.09961912124850875
Venus_Mars,45,0.20047690567986487
Venus_Mars,46,0.3031168470581872
Venus_Mars,47,0.0790595563656498
Venus_Mars,48,0.11704405781994055
Venus_Mars,49,0.12438664755192666
Venus_Mars,50,0.10443849860161876
Venus_Mars,51,0.06373049421244291
Venus_Mars,52,0.05456577720646291
Venus_Mars,53,0.07633500066216195
Venus_Mars,54,0.04599692908821653
Venus_Mars,55,0.04549325646332255
Venus_Mars,56,0.06718880735780734
Venus_Mars,57,0.09004798974945576
Venus_Mars,58,0.031573177494184305
Venus_Mars,59,0.30843448777465415
Venus_Mars,60,-0.0006946388825197214
Venus_Mars,61,0.04691665155597893
Venus_Mars,62,0.06600737462761425
Venus_Mars,63,0.08455158927703699
Venus_Mars,64,0.03408960662235403
Venus_Mars,65,0.021154301781520467
Venus_Mars,66,0.08868111281092415
Venus_Mars,67,0.03869531253464273
Venus_Mars,68,0.03643767156164486
Venus_Mars,69,0.07972585966981136
Venus_Mars,70,0.043264167668493995
Venus_Mars,71,0.029461888387774894
Venus_Mars,72,0.005302811378507752
Venus_Mars,73,0.018099227846772203
Venus_Mars,74,0.08569000453814637
Venus_Mars,75,0.12600288902745288
Venus_Mars,76,0.14404245254680245
Venus_Mars,77,0.05973424014484589
Venus_Mars,78,0.1497646761988546
Venus_Mars,79,0.028971647716726518
Venus_Mars,80,0.12942143291463115
Venus_Mars,81,0.04313512820500453
Venus_Mars,82,0.31160921219311166
Venus_Mars,83,0.05175318201645219
Venus_Mars,84,0.14543007937986238
Venus_Mars,85,0.10888664955499974
Venus_Mars,86,0.11397496447803983
Venus_Mars,87,0.09211881969156391
Venus_Mars,88,0.09859789067044553
Venus_Mars,89,0.13871746673999472
Venus_Mars,90,0.016451650246661204
Venus_Mars,91,0.17876006736632608
Venus_Mars,92,0.14486715892152488
Venus_Mars,93,0.0537773436689262
Venus_Mars,94,0.04801318882820199
Venus_Mars,95,0.05359187291780159
Venus_Mars,96,0.1425324839673306
Venus_Mars,97,0.16366241846654944
Venus_Mars,98,0.1602870471609994
Venus_Mars,99,0.07965844358499077
Venus_Mars,100,0.08587470654694625
Venus_Mars,101,0.05758971190468707
Venus_Mars,102,0.03764326832963237
Venus_Mars,103,0.00600517178514098
Venus_Mars,104,0.10397579055961972
Venus_Mars,105,0.04421411277283452
Venus_Mars,106,0.12837742982461697
Venus_Mars,107,0.011773393721978855
Venus_Mars,108,0.04096352914272511
Venus_Mars,109,0.04951542650356816
Venus_Mars,110,0.01579564032536558
Venus_Mars,111,0.14755199043955486
Venus_Mars,112,0.027207910401944112
Venus_Mars,113,0.07402981169082065
Venus_Mars,114,0.030983390506276694
Venus_Mars,115,0.06275187574029492
Venus_Mars,116,0.04722791762390293
Venus_Mars,117,0.24794766220912282
Venus_Mars,118,0.06958530425483357
Venus_Mars,119,0.1500357247321836
Venus_Mars,120,0.08013999805310161
Venus_Mars,121,0.0643302986257814
Venus_Mars,122,0.039280297943829756
Venus_Mars,123,0.09861572291650521
Venus_Mars,124,0.13910475367407382
Venus_Mars,125,0.030588576335971222
Venus_Mars,126,0.14778168241982623
Venus_Mars,127,0.07569895610510971
Venus_Mars,128,0.0930137334793654
Venus_Mars,129,0.09174510211984328
Venus_Mars,130,0.057696103547315115
Venus_Mars,131,0.14156461811104867
Venus_Mars,132,0.012281379379555878
Venus_Mars,133,0.16376689574005932
Venus_Mars,134,0.028537847294292776
Venus_Mars,135,0.2924252827000066
Venus_Mars,136,0.04437910179785309
Venus_Mars,137,0.030927836011022967
Venus_Mars,138,0.1892307823542521
Venus_Mars,139,0.1346788090696328
Venus_Mars,140,0.0687261085935078
Venus_Mars,141,0.10410779723201591
Venus_Mars,142,0.11149980548026184
Venus_Mars,143,0.09310593671214429
Venus_Mars,144,0.01860972742497695
Venus_Mars,145,0.16627839323627774
Venus_Mars,146,0.004118633145005303
Venus_Mars,147,0.08231361529779958
Venus_Mars,148,0.1253374544570762
Venus_Mars,149,0.0678099546170858
Venus_Mars,150,0.07259723368570076
Venus_Mars,151,0.11766871871774894
Venus_Mars,152,0.156647529941468
Venus_Mars,153,0.10254523716748022
Venus_Mars,154,0.14561671903272122
Venus_Mars,155,0.08804206283249011
Venus_Mars,156,0.18747524640653296
Venus_Mars,157,0.13150072382416067
Venus_Mars,158,-0.010255185162279053
Venus_Mars,159,-0.015864142951187717
Venus_Mars,160,0.02279993605943814
Venus_Mars,161,0.0619167747931401
Venus_Mars,162,0.046023682968894315
Venus_Mars,163,0.08821909588683828
Venus_Mars,164,0.19252253192132268
Venus_Mars,165,0.08344408544888192
Venus_Mars,166,0.06016341946701095
Venus_Mars,167,0.08705921967082757
Venus_Mars,168,0.1028922129495044
Venus_Mars,169,0.08368525521754788
Venus_Mars,170,0.08788103245572669
Venus_Mars,171,0.045845581067472024
Venus_Mars,172,0.12518870790366202
Venus_Mars,173,0.05809985641372957
Venus_Mars,174,0.002799930288865545
Venus_Mars,175,0.18077103010377593
Venus_Mars,176,0.20296619429670282
Venus_Mars,177,0.04875248405666028
Venus_Mars,178,0.002256848388513505
Venus_Mars,179,0.12595411315902263
Venus_Mars,180,0.18061540220691866
Venus_Mars,181,0.05456743611374089
Venus_Mars,182,0.18606356793666426
Venus_Mars,183,-0.006678747202106455
Venus_Mars,184,-0.0036764997075751475
Venus_Mars,185,0.13032309546869658
Venus_Mars,186,0.12483566531516888
Venus_Mars,187,0.05855196659487033
